DEFICIENT,SATISFIED,BLOATED,COMMUNITY,SALARY,TIMES_TRADED,INTROVERSION
3,6,1,1,18.5907,5993,77
4,5,1,3,40.2876,8746,77
2,7,1,3,36.1259,9433,77
3,6,1,8,61.1725,5235,77
4,5,1,8,52.5445,10837,77
9,0,1,6,17.5169,5730,77
5,4,1,3,31.6769,5973,77
7,2,1,2,23.1998,6607,77
3,6,1,5,42.7668,5248,77
3,6,1,1,28.2023,14783,77
6,3,1,4,26.6816,5967,77
4,5,1,8,34.7399,6601,77
3,6,1,6,70.2226,13830,77
3,6,1,2,49.3274,13262,77
7,2,1,7,37.6376,3547,77
4,5,1,4,31.5905,5807,77
4,5,1,3,30.7117,6780,77
9,1,0,7,7.89192,3397,77
3,6,1,1,47.2191,9743,77
1,8,1,5,51.2756,14460,77
4,5,1,7,58.4169,7831,77
5,4,1,1,28.9999,7568,77
6,4,0,8,20.5868,6386,77
3,6,1,4,21.7266,9221,77
3,6,1,1,45.6296,11886,77
1,8,1,8,61.3272,14749,77
3,6,1,0,15.288,8639,77
3,6,1,9,48.5884,11182,77
4,5,1,4,19.1491,10211,77
7,2,1,9,35.0848,11176,77
7,2,1,0,53.0782,13278,77
6,3,1,1,27.813,10368,77
3,6,1,5,43.5733,10099,77
7,2,1,5,10.9935,6957,77
2,7,1,8,52.0414,11318,77
2,7,1,4,25.4921,4870,77
3,6,1,9,55.0655,13317,77
1,8,1,5,31.6986,14171,77
4,5,1,3,17.6837,13012,77
9,1,0,8,15.6967,11045,77
4,6,0,6,22.4959,14558,77
7,2,1,9,25.3504,8239,77
5,4,1,0,41.5014,5445,77
2,7,1,6,23.8993,12116,77
2,7,1,7,40.0881,7145,77
2,7,1,3,26.0086,7978,77
4,5,1,7,27.332,6754,78
5,4,1,2,52.7963,14055,78
3,6,1,4,32.3771,13774,78
0,9,1,1,39.0224,10322,78
4,5,1,8,44.0521,5974,78
3,6,1,1,54.8477,14240,78
1,8,1,0,32.0687,9753,78
4,5,1,7,34.0245,6499,78
3,6,1,6,57.4944,11145,78
10,0,0,7,10.9275,4386,78
3,6,1,0,42.1582,8745,78
1,8,1,5,38.1496,12366,78
2,7,1,5,33.215,5208,78
6,3,1,2,32.6296,6925,78
2,7,1,4,52.5303,9033,78
6,3,1,6,17.8636,11725,78
10,0,0,0,0.118497,7625,78
1,8,1,4,27.8463,6447,78
4,5,1,5,23.4595,8711,78
4,5,1,4,44.9275,7277,78
2,7,1,1,50.492,11146,78
7,2,1,1,17.0499,8267,78
8,1,1,6,41.7724,6610,78
3,6,1,8,49.1161,12886,78
4,5,1,1,23.5342,11311,78
5,4,1,8,55.157,4982,78
1,8,1,6,33.5221,14112,78
3,6,1,5,59.5602,13639,78
3,6,1,3,31.9636,10310,78
4,5,1,0,31.7659,12214,78
2,7,1,8,56.407,13125,78
2,7,1,3,50.3165,5169,78
5,4,1,3,44.7355,7344,78
7,2,1,4,41.5373,7526,78
8,1,1,0,40.8269,5524,78
2,7,1,8,27.2196,12687,78
7,2,1,4,35.545,5809,78
3,6,1,6,30.9587,6770,78
3,6,1,5,37.0143,10827,78
5,4,1,5,56.0989,10436,78
4,5,1,5,41.3091,6210,78
5,4,1,0,40.706,7340,78
1,8,1,4,37.6026,11740,78
7,2,1,4,50.415,6844,78
2,7,1,7,34.854,11495,78
4,5,1,9,38.8241,7786,78
3,6,1,5,21.3407,13090,78
1,8,1,8,28.7644,8787,78
4,5,1,4,16.3513,11158,78
2,7,1,2,32.9933,8440,78
4,5,1,2,43.2957,9535,78
4,5,1,3,59.6694,8680,78
7,2,1,5,44.7818,7261,78
9,1,0,6,16.0581,14063,78
3,6,1,1,18.5907,5982,78
5,4,1,3,40.2876,8755,78
2,7,1,3,36.1259,9422,78
3,6,1,8,61.1725,5250,78
3,6,1,8,52.5445,10852,78
9,0,1,6,17.5169,5746,78
5,4,1,3,31.6769,5971,78
7,2,1,2,23.1998,6612,78
3,6,1,5,42.7668,5255,78
3,6,1,1,28.2023,14784,78
7,2,1,4,26.6816,5956,78
4,5,1,8,34.7399,6604,78
3,6,1,6,70.2226,13847,78
3,6,1,2,49.3274,13257,78
5,4,1,7,37.6376,3540,78
3,6,1,4,31.5905,5825,78
6,3,1,3,30.7117,6777,78
10,0,0,7,7.89192,3372,78
3,6,1,1,47.2191,9739,78
1,8,1,5,51.2756,14470,78
4,5,1,7,58.4169,7799,78
6,3,1,1,28.9999,7572,78
6,4,0,8,20.5868,6384,78
1,8,1,4,21.7266,9200,78
3,6,1,1,45.6296,11886,78
1,8,1,8,61.3272,14740,78
3,6,1,0,15.288,8642,78
2,7,1,9,48.5884,11180,78
3,6,1,4,19.1491,10219,78
6,3,1,9,35.0848,11199,78
6,3,1,0,53.0782,13274,78
7,2,1,1,27.813,10388,78
4,5,1,5,43.5733,10099,78
5,4,1,5,10.9935,6953,78
0,9,1,8,52.0414,11318,78
2,7,1,4,25.4921,4857,78
4,5,1,9,55.0655,13313,78
0,9,1,5,31.6986,14185,78
4,5,1,3,17.6837,13004,78
8,2,0,8,15.6967,11041,78
5,5,0,6,22.4959,14559,78
8,1,1,9,25.3504,8249,78
5,4,1,0,41.5014,5433,78
2,7,1,6,23.8993,12117,78
2,7,1,7,40.0881,7126,78
2,7,1,3,26.0086,7978,78
5,4,1,7,27.332,6732,79
6,3,1,2,52.7963,14073,79
3,6,1,4,32.3771,13769,79
0,9,1,1,39.0224,10344,79
3,6,1,8,44.0521,5965,79
3,6,1,1,54.8477,14239,79
1,8,1,0,32.0687,9766,79
3,6,1,7,34.0245,6483,79
2,7,1,6,57.4944,11162,79
10,0,0,7,10.9275,4360,79
2,7,1,0,42.1582,8742,79
1,8,1,5,38.1496,12366,79
2,7,1,5,33.215,5225,79
5,4,1,2,32.6296,6929,79
2,7,1,4,52.5303,9026,79
6,3,1,6,17.8636,11752,79
10,0,0,0,0.118497,7624,79
2,7,1,4,27.8463,6438,79
5,4,1,5,23.4595,8703,79
3,6,1,4,44.9275,7270,79
3,6,1,1,50.492,11157,79
8,1,1,1,17.0499,8275,79
9,0,1,6,41.7724,6628,79
3,6,1,8,49.1161,12901,79
4,5,1,1,23.5342,11327,79
4,5,1,8,55.157,5015,79
1,8,1,6,33.5221,14109,79
3,6,1,5,59.5602,13646,79
3,6,1,3,31.9636,10329,79
4,5,1,0,31.7659,12208,79
1,8,1,8,56.407,13135,79
2,7,1,3,50.3165,5151,79
5,4,1,3,44.7355,7320,79
8,1,1,4,41.5373,7515,79
8,1,1,0,40.8269,5523,79
2,7,1,8,27.2196,12696,79
7,2,1,4,35.545,5807,79
3,6,1,6,30.9587,6787,79
4,5,1,5,37.0143,10829,79
5,4,1,5,56.0989,10435,79
5,4,1,5,41.3091,6221,79
5,4,1,0,40.706,7336,79
0,9,1,4,37.6026,11736,79
7,2,1,4,50.415,6841,79
2,7,1,7,34.854,11486,79
4,5,1,9,38.8241,7783,79
2,7,1,5,21.3407,13092,79
1,8,1,8,28.7644,8803,79
4,5,1,4,16.3513,11156,79
2,7,1,2,32.9933,8437,79
4,5,1,2,43.2957,9531,79
4,5,1,3,59.6694,8681,79
6,3,1,5,44.7818,7245,79
7,3,0,6,16.0581,14069,79
3,6,1,1,18.5907,5991,79
5,4,1,3,40.2876,8765,79
2,7,1,3,36.1259,9411,79
3,6,1,8,61.1725,5267,79
3,6,1,8,52.5445,10840,79
9,0,1,6,17.5169,5765,79
5,4,1,3,31.6769,5974,79
8,1,1,2,23.1998,6608,79
3,6,1,5,42.7668,5256,79
3,6,1,1,28.2023,14772,79
6,3,1,4,26.6816,5924,79
4,5,1,8,34.7399,6598,79
3,6,1,6,70.2226,13867,79
3,6,1,2,49.3274,13264,79
5,4,1,7,37.6376,3530,79
3,6,1,4,31.5905,5827,79
3,6,1,3,30.7117,6770,79
10,0,0,7,7.89192,3361,79
3,6,1,1,47.2191,9735,79
1,8,1,5,51.2756,14470,79
3,6,1,7,58.4169,7772,79
6,3,1,1,28.9999,7570,79
7,3,0,8,20.5868,6369,79
2,7,1,4,21.7266,9197,79
3,6,1,1,45.6296,11882,79
1,8,1,8,61.3272,14734,79
3,6,1,0,15.288,8637,79
3,6,1,9,48.5884,11177,79
4,5,1,4,19.1491,10207,79
6,3,1,9,35.0848,11196,79
7,2,1,0,53.0782,13272,79
5,4,1,1,27.813,10385,79
3,6,1,5,43.5733,10097,79
6,3,1,5,10.9935,6960,79
2,7,1,8,52.0414,11312,79
2,7,1,4,25.4921,4851,79
5,4,1,9,55.0655,13320,79
0,9,1,5,31.6986,14186,79
5,4,1,3,17.6837,13008,79
8,2,0,8,15.6967,11034,79
4,6,0,6,22.4959,14552,79
7,2,1,9,25.3504,8270,79
5,4,1,0,41.5014,5435,79
2,7,1,6,23.8993,12136,79
2,7,1,7,40.0881,7108,79
2,7,1,3,26.0086,7978,79
6,3,1,7,27.332,6713,80
5,4,1,2,52.7963,14080,80
3,6,1,4,32.3771,13760,80
0,9,1,1,39.0224,10354,80
4,5,1,8,44.0521,5980,80
3,6,1,1,54.8477,14249,80
2,7,1,0,32.0687,9768,80
3,6,1,7,34.0245,6468,80
1,8,1,6,57.4944,11185,80
10,0,0,7,10.9275,4346,80
2,7,1,0,42.1582,8739,80
1,8,1,5,38.1496,12364,80
2,7,1,5,33.215,5225,80
5,4,1,2,32.6296,6937,80
2,7,1,4,52.5303,9027,80
7,2,1,6,17.8636,11759,80
10,0,0,0,0.118497,7621,80
2,7,1,4,27.8463,6430,80
5,4,1,5,23.4595,8693,80
6,3,1,4,44.9275,7272,80
3,6,1,1,50.492,11166,80
8,1,1,1,17.0499,8281,80
8,1,1,6,41.7724,6645,80
3,6,1,8,49.1161,12897,80
3,6,1,1,23.5342,11313,80
5,4,1,8,55.157,5021,80
1,8,1,6,33.5221,14105,80
3,6,1,5,59.5602,13652,80
3,6,1,3,31.9636,10331,80
4,5,1,0,31.7659,12214,80
3,6,1,8,56.407,13132,80
2,7,1,3,50.3165,5143,80
5,4,1,3,44.7355,7316,80
7,2,1,4,41.5373,7509,80
8,1,1,0,40.8269,5522,80
2,7,1,8,27.2196,12694,80
8,1,1,4,35.545,5810,80
3,6,1,6,30.9587,6794,80
3,6,1,5,37.0143,10852,80
5,4,1,5,56.0989,10432,80
4,5,1,5,41.3091,6231,80
7,2,1,0,40.706,7344,80
0,9,1,4,37.6026,11731,80
4,5,1,4,50.415,6846,80
2,7,1,7,34.854,11471,80
5,4,1,9,38.8241,7794,80
2,7,1,5,21.3407,13077,80
1,8,1,8,28.7644,8798,80
4,5,1,4,16.3513,11147,80
2,7,1,2,32.9933,8451,80
4,5,1,2,43.2957,9536,80
4,5,1,3,59.6694,8681,80
6,3,1,5,44.7818,7231,80
8,2,0,6,16.0581,14093,80
3,6,1,1,18.5907,5984,80
4,5,1,3,40.2876,8766,80
2,7,1,3,36.1259,9391,80
3,6,1,8,61.1725,5275,80
4,5,1,8,52.5445,10847,80
9,0,1,6,17.5169,5779,80
5,4,1,3,31.6769,5959,80
7,2,1,2,23.1998,6597,80
3,6,1,5,42.7668,5273,80
3,6,1,1,28.2023,14781,80
7,2,1,4,26.6816,5920,80
4,5,1,8,34.7399,6592,80
3,6,1,6,70.2226,13871,80
3,6,1,2,49.3274,13279,80
6,3,1,7,37.6376,3514,80
4,5,1,4,31.5905,5829,80
3,6,1,3,30.7117,6748,80
9,1,0,7,7.89192,3341,80
3,6,1,1,47.2191,9731,80
1,8,1,5,51.2756,14456,80
4,5,1,7,58.4169,7753,80
7,2,1,1,28.9999,7593,80
5,5,0,8,20.5868,6390,80
3,6,1,4,21.7266,9193,80
3,6,1,1,45.6296,11900,80
1,8,1,8,61.3272,14746,80
3,6,1,0,15.288,8622,80
3,6,1,9,48.5884,11175,80
5,4,1,4,19.1491,10186,80
8,1,1,9,35.0848,11190,80
7,2,1,0,53.0782,13298,80
6,3,1,1,27.813,10396,80
3,6,1,5,43.5733,10101,80
6,3,1,5,10.9935,6967,80
0,9,1,8,52.0414,11295,80
2,7,1,4,25.4921,4847,80
5,4,1,9,55.0655,13335,80
2,7,1,5,31.6986,14186,80
5,4,1,3,17.6837,12995,80
7,3,0,8,15.6967,11041,80
5,5,0,6,22.4959,14573,80
8,1,1,9,25.3504,8272,80
5,4,1,0,41.5014,5414,80
2,7,1,6,23.8993,12138,80
1,8,1,7,40.0881,7080,80
2,7,1,3,26.0086,7969,80
4,5,1,7,27.332,6673,81
6,3,1,2,52.7963,14072,81
3,6,1,4,32.3771,13757,81
2,7,1,1,39.0224,10354,81
3,6,1,8,44.0521,6003,81
3,6,1,1,54.8477,14260,81
1,8,1,0,32.0687,9773,81
3,6,1,7,34.0245,6451,81
2,7,1,6,57.4944,11217,81
9,1,0,7,10.9275,4345,81
2,7,1,0,42.1582,8731,81
1,8,1,5,38.1496,12374,81
2,7,1,5,33.215,5232,81
5,4,1,2,32.6296,6949,81
2,7,1,4,52.5303,8998,81
6,3,1,6,17.8636,11774,81
10,0,0,0,0.118497,7617,81
1,8,1,4,27.8463,6419,81
4,5,1,5,23.4595,8690,81
7,2,1,4,44.9275,7273,81
2,7,1,1,50.492,11166,81
7,2,1,1,17.0499,8280,81
9,0,1,6,41.7724,6643,81
3,6,1,8,49.1161,12903,81
4,5,1,1,23.5342,11311,81
4,5,1,8,55.157,5024,81
1,8,1,6,33.5221,14098,81
3,6,1,5,59.5602,13642,81
3,6,1,3,31.9636,10320,81
4,5,1,0,31.7659,12204,81
2,7,1,8,56.407,13129,81
2,7,1,3,50.3165,5130,81
5,4,1,3,44.7355,7316,81
7,2,1,4,41.5373,7506,81
8,1,1,0,40.8269,5528,81
2,7,1,8,27.2196,12693,81
8,1,1,4,35.545,5804,81
3,6,1,6,30.9587,6817,81
4,5,1,5,37.0143,10852,81
5,4,1,5,56.0989,10442,81
5,4,1,5,41.3091,6238,81
5,4,1,0,40.706,7349,81
0,9,1,4,37.6026,11745,81
5,4,1,4,50.415,6832,81
2,7,1,7,34.854,11481,81
6,3,1,9,38.8241,7794,81
2,7,1,5,21.3407,13096,81
1,8,1,8,28.7644,8799,81
3,6,1,4,16.3513,11141,81
2,7,1,2,32.9933,8474,81
4,5,1,2,43.2957,9561,81
5,4,1,3,59.6694,8685,81
6,3,1,5,44.7818,7246,81
9,1,0,6,16.0581,14111,81
3,6,1,1,18.5907,5988,81
5,4,1,3,40.2876,8765,81
2,7,1,3,36.1259,9396,81
3,6,1,8,61.1725,5285,81
4,5,1,8,52.5445,10844,81
9,0,1,6,17.5169,5776,81
5,4,1,3,31.6769,5936,81
8,1,1,2,23.1998,6582,81
3,6,1,5,42.7668,5298,81
3,6,1,1,28.2023,14789,81
7,2,1,4,26.6816,5918,81
5,4,1,8,34.7399,6584,81
3,6,1,6,70.2226,13890,81
3,6,1,2,49.3274,13287,81
7,2,1,7,37.6376,3504,81
3,6,1,4,31.5905,5815,81
5,4,1,3,30.7117,6752,81
9,1,0,7,7.89192,3318,81
3,6,1,1,47.2191,9721,81
1,8,1,5,51.2756,14461,81
3,6,1,7,58.4169,7741,81
6,3,1,1,28.9999,7593,81
6,4,0,8,20.5868,6392,81
1,8,1,4,21.7266,9180,81
3,6,1,1,45.6296,11904,81
0,9,1,8,61.3272,14743,81
3,6,1,0,15.288,8617,81
1,8,1,9,48.5884,11168,81
4,5,1,4,19.1491,10167,81
7,2,1,9,35.0848,11187,81
5,4,1,0,53.0782,13296,81
6,3,1,1,27.813,10411,81
3,6,1,5,43.5733,10082,81
5,4,1,5,10.9935,6979,81
0,9,1,8,52.0414,11298,81
2,7,1,4,25.4921,4819,81
5,4,1,9,55.0655,13350,81
1,8,1,5,31.6986,14184,81
4,5,1,3,17.6837,12989,81
8,2,0,8,15.6967,11040,81
4,6,0,6,22.4959,14589,81
7,2,1,9,25.3504,8259,81
5,4,1,0,41.5014,5407,81
2,7,1,6,23.8993,12163,81
2,7,1,7,40.0881,7068,81
3,6,1,3,26.0086,7961,81
3,6,1,7,27.332,6650,82
4,5,1,2,52.7963,14077,82
3,6,1,4,32.3771,13753,82
0,9,1,1,39.0224,10370,82
4,5,1,8,44.0521,6011,82
4,5,1,1,54.8477,14287,82
2,7,1,0,32.0687,9790,82
3,6,1,7,34.0245,6448,82
5,4,1,6,57.4944,11213,82
9,1,0,7,10.9275,4329,82
3,6,1,0,42.1582,8716,82
2,7,1,5,38.1496,12378,82
2,7,1,5,33.215,5248,82
5,4,1,2,32.6296,6952,82
3,6,1,4,52.5303,8987,82
5,4,1,6,17.8636,11783,82
10,0,0,0,0.118497,7615,82
2,7,1,4,27.8463,6403,82
5,4,1,5,23.4595,8674,82
4,5,1,4,44.9275,7258,82
2,7,1,1,50.492,11170,82
8,1,1,1,17.0499,8297,82
8,1,1,6,41.7724,6658,82
4,5,1,8,49.1161,12884,82
5,4,1,1,23.5342,11315,82
4,5,1,8,55.157,5023,82
1,8,1,6,33.5221,14104,82
3,6,1,5,59.5602,13655,82
3,6,1,3,31.9636,10310,82
3,6,1,0,31.7659,12206,82
3,6,1,8,56.407,13139,82
3,6,1,3,50.3165,5115,82
5,4,1,3,44.7355,7302,82
7,2,1,4,41.5373,7498,82
7,2,1,0,40.8269,5531,82
2,7,1,8,27.2196,12698,82
8,1,1,4,35.545,5801,82
4,5,1,6,30.9587,6830,82
5,4,1,5,37.0143,10863,82
5,4,1,5,56.0989,10448,82
4,5,1,5,41.3091,6245,82
5,4,1,0,40.706,7351,82
0,9,1,4,37.6026,11744,82
6,3,1,4,50.415,6800,82
2,7,1,7,34.854,11462,82
4,5,1,9,38.8241,7789,82
2,7,1,5,21.3407,13104,82
2,7,1,8,28.7644,8793,82
3,6,1,4,16.3513,11121,82
2,7,1,2,32.9933,8460,82
4,5,1,2,43.2957,9573,82
4,5,1,3,59.6694,8684,82
6,3,1,5,44.7818,7255,82
9,1,0,6,16.0581,14117,82
4,5,1,1,18.5907,5996,82
3,6,1,3,40.2876,8756,82
3,6,1,3,36.1259,9386,82
3,6,1,8,61.1725,5306,82
3,6,1,8,52.5445,10856,82
9,0,1,6,17.5169,5777,82
5,4,1,3,31.6769,5906,82
6,3,1,2,23.1998,6584,82
3,6,1,5,42.7668,5289,82
4,5,1,1,28.2023,14801,82
7,2,1,4,26.6816,5919,82
5,4,1,8,34.7399,6560,82
3,6,1,6,70.2226,13912,82
3,6,1,2,49.3274,13303,82
5,4,1,7,37.6376,3489,82
3,6,1,4,31.5905,5810,82
3,6,1,3,30.7117,6751,82
9,1,0,7,7.89192,3291,82
3,6,1,1,47.2191,9728,82
1,8,1,5,51.2756,14465,82
4,5,1,7,58.4169,7731,82
6,3,1,1,28.9999,7601,82
5,5,0,8,20.5868,6385,82
1,8,1,4,21.7266,9174,82
3,6,1,1,45.6296,11911,82
0,9,1,8,61.3272,14734,82
3,6,1,0,15.288,8613,82
0,9,1,9,48.5884,11168,82
4,5,1,4,19.1491,10161,82
6,3,1,9,35.0848,11205,82
5,4,1,0,53.0782,13298,82
6,3,1,1,27.813,10444,82
3,6,1,5,43.5733,10101,82
5,4,1,5,10.9935,6995,82
1,8,1,8,52.0414,11280,82
2,7,1,4,25.4921,4815,82
5,4,1,9,55.0655,13349,82
0,9,1,5,31.6986,14203,82
4,5,1,3,17.6837,12965,82
7,3,0,8,15.6967,11061,82
5,5,0,6,22.4959,14600,82
6,3,1,9,25.3504,8253,82
5,4,1,0,41.5014,5416,82
2,7,1,6,23.8993,12170,82
2,7,1,7,40.0881,7066,82
2,7,1,3,26.0086,7947,82
5,4,1,7,27.332,6626,83
4,5,1,2,52.7963,14079,83
3,6,1,4,32.3771,13742,83
2,7,1,1,39.0224,10384,83
4,5,1,8,44.0521,6022,83
3,6,1,1,54.8477,14305,83
1,8,1,0,32.0687,9785,83
5,4,1,7,34.0245,6448,83
4,5,1,6,57.4944,11236,83
10,0,0,7,10.9275,4309,83
5,4,1,0,42.1582,8722,83
1,8,1,5,38.1496,12374,83
2,7,1,5,33.215,5270,83
6,3,1,2,32.6296,6961,83
2,7,1,4,52.5303,8987,83
6,3,1,6,17.8636,11803,83
10,0,0,0,0.118497,7623,83
2,7,1,4,27.8463,6407,83
4,5,1,5,23.4595,8664,83
5,4,1,4,44.9275,7259,83
3,6,1,1,50.492,11175,83
8,1,1,1,17.0499,8308,83
8,1,1,6,41.7724,6663,83
4,5,1,8,49.1161,12884,83
4,5,1,1,23.5342,11310,83
4,5,1,8,55.157,5020,83
1,8,1,6,33.5221,14112,83
4,5,1,5,59.5602,13646,83
3,6,1,3,31.9636,10295,83
4,5,1,0,31.7659,12202,83
2,7,1,8,56.407,13153,83
2,7,1,3,50.3165,5105,83
5,4,1,3,44.7355,7291,83
7,2,1,4,41.5373,7500,83
8,1,1,0,40.8269,5530,83
2,7,1,8,27.2196,12704,83
7,2,1,4,35.545,5804,83
3,6,1,6,30.9587,6835,83
5,4,1,5,37.0143,10864,83
5,4,1,5,56.0989,10476,83
4,5,1,5,41.3091,6258,83
6,3,1,0,40.706,7339,83
0,9,1,4,37.6026,11736,83
7,2,1,4,50.415,6801,83
1,8,1,7,34.854,11441,83
4,5,1,9,38.8241,7785,83
2,7,1,5,21.3407,13113,83
1,8,1,8,28.7644,8802,83
4,5,1,4,16.3513,11125,83
2,7,1,2,32.9933,8464,83
4,5,1,2,43.2957,9567,83
5,4,1,3,59.6694,8690,83
6,3,1,5,44.7818,7237,83
9,1,0,6,16.0581,14104,83
5,4,1,1,18.5907,6002,83
5,4,1,3,40.2876,8744,83
2,7,1,3,36.1259,9383,83
3,6,1,8,61.1725,5298,83
3,6,1,8,52.5445,10866,83
9,0,1,6,17.5169,5794,83
5,4,1,3,31.6769,5914,83
6,3,1,2,23.1998,6579,83
3,6,1,5,42.7668,5275,83
3,6,1,1,28.2023,14813,83
6,3,1,4,26.6816,5914,83
4,5,1,8,34.7399,6546,83
3,6,1,6,70.2226,13913,83
3,6,1,2,49.3274,13309,83
8,1,1,7,37.6376,3476,83
3,6,1,4,31.5905,5799,83
5,4,1,3,30.7117,6757,83
9,1,0,7,7.89192,3272,83
3,6,1,1,47.2191,9740,83
1,8,1,5,51.2756,14468,83
6,3,1,7,58.4169,7709,83
7,2,1,1,28.9999,7610,83
7,3,0,8,20.5868,6374,83
1,9,0,4,21.7266,9170,83
3,6,1,1,45.6296,11926,83
0,9,1,8,61.3272,14750,83
3,6,1,0,15.288,8610,83
2,7,1,9,48.5884,11179,83
4,5,1,4,19.1491,10138,83
7,2,1,9,35.0848,11219,83
7,2,1,0,53.0782,13280,83
6,3,1,1,27.813,10428,83
3,6,1,5,43.5733,10106,83
5,4,1,5,10.9935,6993,83
0,9,1,8,52.0414,11287,83
2,7,1,4,25.4921,4793,83
4,5,1,9,55.0655,13349,83
0,9,1,5,31.6986,14206,83
4,5,1,3,17.6837,12972,83
8,2,0,8,15.6967,11036,83
3,7,0,6,22.4959,14617,83
7,2,1,9,25.3504,8265,83
5,4,1,0,41.5014,5419,83
2,7,1,6,23.8993,12192,83
1,8,1,7,40.0881,7048,83
2,7,1,3,26.0086,7935,83
4,5,1,7,27.332,6604,84
5,4,1,2,52.7963,14090,84
3,6,1,4,32.3771,13738,84
2,7,1,1,39.0224,10379,84
4,5,1,8,44.0521,6031,84
4,5,1,1,54.8477,14310,84
1,8,1,0,32.0687,9797,84
3,6,1,7,34.0245,6433,84
4,5,1,6,57.4944,11249,84
9,1,0,7,10.9275,4289,84
3,6,1,0,42.1582,8714,84
2,7,1,5,38.1496,12362,84
2,7,1,5,33.215,5277,84
6,3,1,2,32.6296,6975,84
2,7,1,4,52.5303,8978,84
6,3,1,6,17.8636,11812,84
10,0,0,0,0.118497,7619,84
2,7,1,4,27.8463,6393,84
5,4,1,5,23.4595,8646,84
5,4,1,4,44.9275,7241,84
2,7,1,1,50.492,11181,84
7,2,1,1,17.0499,8325,84
8,1,1,6,41.7724,6671,84
4,5,1,8,49.1161,12882,84
4,5,1,1,23.5342,11319,84
4,5,1,8,55.157,5020,84
1,8,1,6,33.5221,14115,84
3,6,1,5,59.5602,13668,84
3,6,1,3,31.9636,10272,84
3,6,1,0,31.7659,12198,84
3,6,1,8,56.407,13153,84
3,6,1,3,50.3165,5096,84
5,4,1,3,44.7355,7292,84
8,1,1,4,41.5373,7490,84
7,2,1,0,40.8269,5524,84
2,7,1,8,27.2196,12720,84
7,2,1,4,35.545,5791,84
4,5,1,6,30.9587,6843,84
4,5,1,5,37.0143,10860,84
5,4,1,5,56.0989,10479,84
4,5,1,5,41.3091,6265,84
3,6,1,0,40.706,7355,84
1,8,1,4,37.6026,11735,84
5,4,1,4,50.415,6793,84
1,8,1,7,34.854,11434,84
3,6,1,9,38.8241,7790,84
2,7,1,5,21.3407,13117,84
1,8,1,8,28.7644,8815,84
5,4,1,4,16.3513,11125,84
2,7,1,2,32.9933,8471,84
4,5,1,2,43.2957,9578,84
4,5,1,3,59.6694,8693,84
6,3,1,5,44.7818,7236,84
10,0,0,6,16.0581,14110,84
3,6,1,1,18.5907,6001,84
6,3,1,3,40.2876,8739,84
2,7,1,3,36.1259,9382,84
3,6,1,8,61.1725,5298,84
3,6,1,8,52.5445,10878,84
9,0,1,6,17.5169,5806,84
5,4,1,3,31.6769,5900,84
7,2,1,2,23.1998,6571,84
3,6,1,5,42.7668,5276,84
4,5,1,1,28.2023,14820,84
7,2,1,4,26.6816,5895,84
4,5,1,8,34.7399,6545,84
3,6,1,6,70.2226,13919,84
3,6,1,2,49.3274,13324,84
7,2,1,7,37.6376,3468,84
5,4,1,4,31.5905,5792,84
3,6,1,3,30.7117,6770,84
9,1,0,7,7.89192,3261,84
3,6,1,1,47.2191,9748,84
1,8,1,5,51.2756,14471,84
5,4,1,7,58.4169,7690,84
6,3,1,1,28.9999,7637,84
5,5,0,8,20.5868,6383,84
1,8,1,4,21.7266,9176,84
2,7,1,1,45.6296,11937,84
0,9,1,8,61.3272,14747,84
3,6,1,0,15.288,8607,84
3,6,1,9,48.5884,11166,84
4,5,1,4,19.1491,10121,84
6,3,1,9,35.0848,11206,84
5,4,1,0,53.0782,13269,84
6,3,1,1,27.813,10433,84
4,5,1,5,43.5733,10127,84
5,4,1,5,10.9935,6996,84
0,9,1,8,52.0414,11290,84
2,7,1,4,25.4921,4786,84
7,2,1,9,55.0655,13348,84
0,9,1,5,31.6986,14212,84
4,5,1,3,17.6837,12959,84
7,3,0,8,15.6967,11037,84
3,7,0,6,22.4959,14622,84
7,2,1,9,25.3504,8272,84
5,4,1,0,41.5014,5429,84
2,7,1,6,23.8993,12185,84
2,7,1,7,40.0881,7026,84
3,6,1,3,26.0086,7940,84
5,4,1,7,27.332,6586,85
4,5,1,2,52.7963,14085,85
3,6,1,4,32.3771,13731,85
1,8,1,1,39.0224,10395,85
4,5,1,8,44.0521,6049,85
4,5,1,1,54.8477,14326,85
3,6,1,0,32.0687,9780,85
3,6,1,7,34.0245,6405,85
4,5,1,6,57.4944,11258,85
9,1,0,7,10.9275,4273,85
2,7,1,0,42.1582,8715,85
1,8,1,5,38.1496,12363,85
2,7,1,5,33.215,5269,85
6,3,1,2,32.6296,6981,85
3,6,1,4,52.5303,8968,85
7,2,1,6,17.8636,11818,85
10,0,0,0,0.118497,7632,85
2,7,1,4,27.8463,6390,85
4,5,1,5,23.4595,8631,85
6,3,1,4,44.9275,7220,85
3,6,1,1,50.492,11182,85
6,3,1,1,17.0499,8348,85
8,1,1,6,41.7724,6680,85
4,5,1,8,49.1161,12883,85
5,4,1,1,23.5342,11336,85
4,5,1,8,55.157,5017,85
1,8,1,6,33.5221,14122,85
3,6,1,5,59.5602,13675,85
3,6,1,3,31.9636,10271,85
4,5,1,0,31.7659,12202,85
4,5,1,8,56.407,13139,85
2,7,1,3,50.3165,5094,85
5,4,1,3,44.7355,7284,85
